level	headword	pos	en	vi	soat
C2	gallon	noun	(US) 231 cubic inches or approximately 3.785 liters for liquids (a "U.S. liquid gallon")		
C2	gallon	noun	(US) one-eighth of a U.S. bushel or approximately 4.405 liters for dry goods (a "U.S. dry gallon").		
C2	gallon	noun	A unit of volume, equivalent to eight pints		
C2	geisha	noun	A Japanese female entertainer skilled in various arts such as tea ceremony, dancing, singing and calligraphy.	geisha	
C2	gore	noun	(obsolete except in dialects) Dirt, filth, often dung or mud.		
C2	gore	noun	(surveying, chiefly US) A small piece of land left unincorporated due to competing surveys or a surveying error.		
C2	gore	noun	A triangular or rhomboid piece of fabric, especially one forming part of a three-dimensional surface such as a sail or a skirt.		
C2	gore	noun	A triangular piece of land where roads meet.		
C2	gore	noun	Blood, especially that from a wound when thickened due to exposure to the air.		
C2	gore	noun	Carnage, bloodshed, murder, violence.		
C2	gore	noun	Pictures and videos of graphic violence and human death.		
C2	gore	noun	The curved surface that lies between two close lines of longitude on a globe, or an equivalent section of a spherical or dome-shaped object in general.ᵂᵖ		
C2	gore	verb	(transitive, of an animal) To pierce with a horn or tusk.	húc	
C2	gore	verb	To cut into a triangular form.		
C2	gore	verb	To provide with a gore.		
C2	hallucination	noun	(artificial intelligence) A confident but incorrect response given by an artificial intelligence; a confabulation.		
C2	hallucination	noun	A sensory perception of something that does not exist, often arising from disorder of the nervous system, as in delirium tremens.		
C2	hallucination	noun	The act of hallucinating; a wandering of the mind; an error, mistake or blunder.		
C2	hearty	adj	Cheerful; vivacious.		
C2	hearty	adj	Energetic, active or eager.		
C2	hearty	adj	Exhibiting strength; firm; courageous.		
C2	hearty	adj	Warm and cordial towards another person.		
C2	heavyweight	adj	Being a leader in one's field.		
C2	heavyweight	adj	Being relatively heavy.		
C2	heavyweight	adj	Important or impressive.		
C2	heavyweight	adj	Of the heavyweight boxing (or similar) division.		
C2	heavyweight	noun	(uncountable, boxing) The professional boxing weight class for boxers weighing more than 190 pounds; a boxer in that division.		
C2	heavyweight	noun	(uncountable, by extension) A similar division and contestant in other sports.		
C2	heavyweight	noun	A very large, heavy, or impressive person.		
C2	herpes	noun	(medicine) A viral infection, caused by Human alphaherpesvirus 1 and Human alphaherpesvirus 2, marked by painful, watery blisters in the skin or in the mucous membranes or on the genitals.		
C2	hoop	noun	(now chiefly historical) A circle, or combination of circles, of thin whalebone, metal, or other elastic material, used for expanding the skirts of ladies' dresses; (hence, by extension) a hoop petticoat or hoop skirt.		
C2	hoop	noun	A circular band of metal used to bind a barrel.		
C2	hoop	noun	A circular band of metal, wood, or similar material used for forming part of a framework such as an awning or tent.		
C2	hoop	noun	A shout; a whoop, as in whooping cough.		
C2	hoop	noun	Any circular band or ring.		
C2	hoop	verb	(intransitive, slang) To play basketball.		
C2	hoop	verb	(transitive) To bind or fasten using a hoop.		
C2	hoop	verb	(transitive) To clasp; to encircle; to surround.		
C2	hymn	noun	A song of praise or worship, especially a religious one.	thánh ca	
C2	hymn	verb	(ambitransitive) To sing a hymn.		
C2	hymn	verb	(transitive) To praise or extol in hymns.		
C2	hypocrisy	noun	An instance of hypocrisy.		
C2	hypocrisy	noun	The claim or pretense of having beliefs, standards, qualities, behaviours, virtues, motivations, etc. which one does not really have.		
C2	hypocrisy	noun	The contrivance of a false appearance of virtue or goodness, while concealing real character or inclinations, especially with respect to religious and moral beliefs; hence in general sense, dissimulation, pretence, sham.		
C2	hypocrisy	noun	The practice of engaging in the same behaviour or activity for which one criticises another; moral self-contradiction whereby the behavior of one or more people belies their own claimed or implied possession of certain beliefs, standards or virtues.		
C2	hysteria	noun	(informal, psychopathology) Synonym of conversion disorder.		
C2	hysteria	noun	(medicine, nosologically dated) A mental disorder characterized by emotional excitability etc. without an organic cause.		
C2	hysteria	noun	Behavior exhibiting excessive or uncontrollable emotions, in a wide range from joy to panic but usually including anxiety or fear.	ittêri	
C2	ideology	noun	(uncountable) The study of the origin and nature of ideas.		
C2	ideology	noun	Doctrine, philosophy, body of beliefs or principles belonging to an individual or group.		
C2	illegitimate	adj	Not conforming to known principles, or established or accepted rules or standards.		
C2	illegitimate	adj	Not correctly deduced.		
C2	illegitimate	adj	Not in accordance with the law.		
C2	illegitimate	adj	Not sanctioned by marriage.		
C2	illegitimate	noun	A person born to unmarried parents.		
C2	illegitimate	verb	(transitive) To make illegitimate.		
C2	illiterate	adj	Having less than an expected standard of familiarity with language and literature, or having little formal education.		
C2	illiterate	adj	Ignorant in a specified way or about a specified subject.		
C2	illiterate	adj	Not conforming to prescribed standards of speech or writing.		
C2	illiterate	adj	Unable to read and write.	dốt nát	
C2	illiterate	noun	A person ignorant about a given subject. (The relevant subject is usually named as a noun adjunct.)		
C2	illiterate	noun	An illiterate person, one either not able to read and write or not knowing how.		
C2	invaluable	adj	Having great or incalculable value.		
C2	jerky	adj	(US) Having the behavior of a jerk (unpleasant person).		
C2	jerky	adj	Characterized by physical jerking, or by sudden and uneven progress.		
C2	jerky	noun	Lean meat cured and preserved by cutting into thin strips and air-drying in the sun.		
C2	jerky	verb	(transitive) To cure and preserve (meat) by drying it, making jerky.		
C2	labyrinth	noun	(anatomy) A tortuous anatomical structure:		
C2	labyrinth	noun	(Greek mythology) A maze-like structure built by Daedalus in Knossos, containing the Minotaur.	mê cung	
C2	labyrinth	noun	Any of various satyrine butterflies of the genus Neope.		
C2	labyrinth	verb	To arrange in the form of a labyrinth.		
C2	labyrinth	verb	To become lost and confused, as if in a labyrinth.		
C2	labyrinth	verb	To enclose in a labyrinth, or as though in a labyrinth.		
C2	labyrinth	verb	To twist and wind, following a labyrinthine path.		
C2	leftover	adj	Remaining; left behind; extra; odd; in reserve.		
C2	leftover	noun	(chiefly in the plural, usually of food) Remaining after a meal is complete or eaten for a later meal or snack.		
C2	leftover	noun	Something left behind; an excess or remainder.		
C2	literal	adj	Actual, real, physical.		
C2	literal	adj	Exactly as stated; read or understood without interpretation; according to the letter; not figurative or metaphorical; following the letter or exact words; not taking liberties; etymonic rather than idiomatic.	nghĩa đen	
C2	literal	adj	Following the historical-grammatical method of biblical interpretation.		
C2	literal	adj	That which generally assumes that the plainest reading of a given text is correct but which allows for metaphor where context indicates it.		
C2	literal	noun	(epigraphy, typography) A misprint (or occasionally a scribal error) that affects a letter.		
C2	literal	noun	(logic) A propositional variable, or the negation of a propositional variable. ᵂᵖ		
C2	literal	noun	(programming) A value, as opposed to an identifier, written into the source code of a computer program.		
C2	loco	adj	(colloquial) Crazy.		
C2	loco	adj	(Southwestern US) Intoxicated by eating locoweed.		
C2	loco	adv	(music) A direction in written or printed music to be returning to the proper pitch after having played an octave higher or lower.		
C2	loco	noun	(historical US politics, informal) Short for locofoco, in its various senses.		
C2	loco	noun	(rail transport, informal) Short for locomotive.		
C2	loco	noun	A certain species of Astragalus or Oxytropis, capable of causing locoism.		
C2	loco	verb	(transitive, colloquial, by extension) To render insane.		
C2	loco	verb	(transitive) To poison with the loco plant; to affect with locoism.		
C2	lollipop	noun	(motor racing) A sign on a stick held in front of the vehicle during a pit stop.		
C2	lollipop	noun	An item of confectionery consisting of a piece of candy or sweet attached to a stick.		
C2	lollipop	noun	Something having the shape of a lollipop: a linear stem connected to a round body.		
C2	lollipop	verb	(horticulture) To prune the lower branches of a tree or other plant so that new growth appears only at the top, where more light is received.		
C2	lucrative	adj	(military) Of a target: worth attacking; whose destruction is militarily useful.		
C2	lucrative	adj	Producing a surplus; profitable.		
C2	makeover	noun	A major change in the use of something, or in the appearance of something or someone; a radical transformation.		
C2	malicious	adj	Intending to do harm; characterized by spite and malice.		
C2	mammoth	adj	Comparable to a mammoth in its size; very large, huge, gigantic.		
C2	mammoth	noun	(figuratively) Something very large of its kind.		
C2	mammoth	noun	A kind of large donkey.		
C2	mammoth	noun	Any species of the extinct genus Mammuthus, of large, usually hairy, elephant-like mammals with long curved tusks and an inclined back, which became extinct with the last retreat of ice age glaciers during the late Pleistocene period, and are known from fossils, frozen carcasses, and Paleolithic cave paintings found in North America and Eurasia.	voi ma mút	
C2	meatball	noun	(graphical user interface) A menu icon of three horizontal dots.		
C2	meatball	noun	(motor racing) Ellipsis of meatball flag.		
C2	meatball	noun	(slang) A stupid person; a meathead.		
C2	meatball	noun	A ball of minced or ground meat, seasoned and cooked.	thịt viên	
C2	microscopic	adj	(figurative) Carried out with great attention to detail.		
